title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
EGR 5140 - Variational Methods in Engineering (3),"Calculus of Variations. Approximate Methods. Applications in fluid dynamics, heat transfer, dynamics, structures. Lecture Graded Only May be taken only once Service Course",1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
EGR 5120 - Vector Analysis and Complex Variables (3),"Vector and scalar fields. Gradient, divergence, curl. Green and Stokes theorems. Complex functions and conformal mapping. Applications in electrodynamics, heat transfer, fluid dynamics and aerodynamics. Lecture Graded Only May be taken only once Service Course",1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
ETE 4901L - Advanced Industrial Automation Systems Laboratory (1),"Advanced application of programmable logic controllers. HMI design and implementation for Industrial Systems. Sensors and actuators associated with process applications including measurement, signal conditioning; interfacing and industrial control software applications. 1 three-hour laboratory. ECET or ESET major; or ETE 350; or ETE 350L; and C- or better in or ETE 280, and or ETE 280L. . Laboratory 1 three-hour laboratory. Graded Only May be taken only once Major Course",1.5,Automation,technical_skills-1,"{""automation"": 1}"
ETE 4901 - Advanced Industrial Automation Systems (3),"Advanced application of programmable logic controllers. HMI design and implementation for Industrial Systems. Sensors and actuators associated with process applications including measurement, signal conditioning; interfacing and industrial control software applications and networked devices. 3 hours lecture/problem solving. ECET or ESET major; or ETE 350; or ETE 350L; and C- or better in or ETE 280, and or ETE 280L. . Lecture 3 hours lecture/problem solving. Graded Only May be taken only once Major Course",1.5,Automation,technical_skills-1,"{""automation"": 1}"
ETE 4801L - Introduction to Motion Control Laboratory (1),"Introduction to motion control systems, DC and AC servo motors, Stepper Motors, PWM drive systems. Position Sensing, linear Stage applications, move profiles, Motor Tuning / selection. Mechanical Systems Overview, Typical applications of motion control systems in industry. May be taken up to three times for total credit of 3 units. ECET or ESET major; or ETE 350; or ETE 350L; and C- or better in or ETT 211, or ETE 280, and or ETE 280L. . Laboratory Graded Only May be taken only once Major Course",2.0,Control Systems,technical_skills-1,"{""control systems"": 2}"
ETE 4801 - Introduction to Motion Control (3),"Introduction to motion control systems, DC and AC servo motors, Stepper Motors, PWM drive systems. Position Sensing, linear Stage applications, move profiles, Motor Tuning / selection. Mechanical Systems Overview, Typical applications of motion control systems in industry. ECET or ESET major; or ETE 350; or ETE 350L; and C- or better in or ETT 211, or ETE 280, and or ETE 280L. . Lecture Graded Only May be taken only once Major Course",2.0,Control Systems,technical_skills-1,"{""control systems"": 2}"
CHM 5400 - Physical Organic Chemistry (3),"Theoretical and practical study of experimental techniques used by organic chemists to investigate problems in reaction mechanisms, catalysis, solution chemistry and substituent effects. Graduate Standing or Instructor consent. Lecture Graded Only May be taken only once Major Course",3.5,Catalysis,production-3,"{""catalysis"": 1}"
CHM 5310 - Chemical Kinetics (3),"Kinetics and mechanisms of chemical reactions including transition state theory, collision theory, photochemical excitation and dissociation, solvation effects, homogeneous and heterogeneous catalysis. Graduate Standing or Instructor consent. Seminar Graded Only May be taken only once Major Course",3.5,Catalysis,production-3,"{""catalysis"": 1}"
CHM 4230L - Physical Organic Chemistry Laboratory (2),"Theoretical and practical study of experimental techniques used by organic chemists to investigate problems in reaction mechanisms, catalysis, solution chemistry and substituent effects. C- or better in CHM 316 or ; and CHM 319L or . . Laboratory Graded Only May be taken only once Major Course",3.5,Catalysis,production-3,"{""catalysis"": 1}"
CHM 4230 - Physical Organic Chemistry (2),"Theoretical and practical study of experimental techniques used by organic chemists to investigate problems in reaction mechanisms, catalysis, solution chemistry and substituent effects. C- or better in CHM 316 or ; and C- or better in CHM 319L or . Lecture Graded Only May be taken only once Major Course",3.5,Catalysis,production-3,"{""catalysis"": 1}"
CHM 4110 - Reaction Kinetics (3),"Kinetics and mechanisms of chemical reactions including transition state theory, collision theory, photochemical excitation and dissociation, solvation effects, homogeneous and heterogeneous catalysis. and , or . Lecture Graded Only May be taken only once Major Course",3.5,Catalysis,production-3,"{""catalysis"": 1}"
CHM 4010 - Inorganic Chemistry (4),"Modern concepts of inorganic chemistry, including group theory; solid-state chemistry; orbitals; bonding theory; molecular structure; electronic structure and spectra; main group and transition metal chemistry; acid/base and redox chemistry; coordination chemistry; thermodynamics; kinetics and mechanisms; organometallics; and catalysis. Required for certification by the American Chemical Society. and ; or and ; or CHM 313 or CHM 305. Lecture Graded Only May be taken only once Major Course",3.5,Catalysis,production-3,"{""catalysis"": 1}"
CHM 3440L - Electroanalytical Methods Laboratory (1),"Hands-on experience with electrochemical methods used in quantitative analysis. Emphasis is placed on potentiometric titration, ion selective electrodes, coulometry, conductometry, cyclic voltammetry and polarography. C- or better in CHM 221B or ; and C- or better in CHM 221LB or . . Laboratory Graded Only May be taken only once Major Course",2.5,Electrochemical,engineering_capabilities-2,"{""electrochemical"": 1}"
